Number,Title,Type,metacritic_metascore,meta_user,meta_note
1654,Rolling Thunder,,,tbd,['unable to get the rating']
1655,R-Type,,76.0,tbd,[]
1656,R-Type II,,,,"['unable to get the rating', 'unable to get the user rating']"
1657,Ryu Jin (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
1658,"Ninja Ryukenden (Japan, set 1)",,,,"['unable to get the rating', 'unable to get the user rating']"
1659,RyuKyu (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
1660,Strikers 1945,,73.0,7.2,[]
1661,Strikers 1945 II,,63.0,6.8,[]
1662,Strikers 1945 III (World),,,,"['unable to get the rating', 'unable to get the user rating']"
1663,Strikers 1945 (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
1664,Strikers 1945 Plus,,53.0,tbd,[]
1665,Saboten Bombers,,,tbd,['unable to get the rating']
1666,Pretty Soldier Sailor Moon,,,,"['unable to get the rating', 'unable to get the user rating']"
1667,Pretty Soldier Sailor Moon (Ver.95),,,,"['unable to get the rating', 'unable to get the user rating']"
1668,Sai Yu Gou Ma Roku (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
1669,Salamander,,,tbd,['unable to get the rating']
1670,Salamander (version J),,,,"['unable to get the rating', 'unable to get the user rating']"
1671,Salamander 2,,,,"['unable to get the rating', 'unable to get the user rating']"
1672,Samurai Shodown III,,,,"['unable to get the rating', 'unable to get the user rating']"
1673,Pae Wang Jeon Seol,,,,"['unable to get the rating', 'unable to get the user rating']"
1674,Samurai Aces,,71.0,tbd,[]
1675,Sand Scorpion,,,,"['unable to get the rating', 'unable to get the user rating']"
1676,Sarge,,,,"['unable to get the rating', 'unable to get the user rating']"
1677,Saturn,,,,"['unable to get the rating', 'unable to get the user rating']"
1678,Saturn (VER.A),,,,"['unable to get the rating', 'unable to get the user rating']"
1679,Sauro,,,,"['unable to get the rating', 'unable to get the user rating']"
1680,Savage Reign,,,tbd,['unable to get the rating']
1681,Savage Bees,,,,"['unable to get the rating', 'unable to get the user rating']"
1682,Super Bagman,,,,"['unable to get the rating', 'unable to get the user rating']"
1683,Super Champion Baseball,,,,"['unable to get the rating', 'unable to get the user rating']"
1684,Super Basketball,,,,"['unable to get the rating', 'unable to get the user rating']"
1685,Super Buster Bros. (USA),,,,"['unable to get the rating', 'unable to get the user rating']"
1686,Super Bishi Bashi Championship,,,,"['unable to get the rating', 'unable to get the user rating']"
1687,Super Bubble Bobble,,,,"['unable to get the rating', 'unable to get the user rating']"
1688,Space Bomber,,,,"['unable to get the rating', 'unable to get the user rating']"
1689,Success Joe,,,,"['unable to get the rating', 'unable to get the user rating']"
1690,Schmeiser Robo (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
1691,Special Criminal Investigation (World set 1),,,,"['unable to get the rating', 'unable to get the user rating']"
1692,Scion,,,,"['unable to get the rating', 'unable to get the user rating']"
1693,Super Cobra,,,tbd,['unable to get the rating']
1694,Super Contra,,61.0,6.5,[]
1695,Scorpion,,,,"['unable to get the rating', 'unable to get the user rating']"
1696,Scorpion (set 2),,,,"['unable to get the rating', 'unable to get the user rating']"
1697,Scooter Shooter,,,,"['unable to get the rating', 'unable to get the user rating']"
1698,SD Fighters,,,,"['unable to get the rating', 'unable to get the user rating']"
1699,SD Gundam Psycho Salamander no Kyoui,,,,"['unable to get the rating', 'unable to get the user rating']"
1700,SDI - Strategic Defense Initiative (Japan),TRACKBALL,,,"['unable to get the rating', 'unable to get the user rating']"
1701,Super Dodge Ball,,,tbd,['unable to get the rating']
1702,Super Doubles Tennis,,,,"['unable to get the rating', 'unable to get the user rating']"
1703,SAR - Search And Rescue,,,,"['unable to get the rating', 'unable to get the user rating']"
1704,Search Eye,,,,"['unable to get the rating', 'unable to get the user rating']"
1705,Search Eye (Korean),,,,"['unable to get the rating', 'unable to get the user rating']"
1706,Search Eye Plus V2.0,,,,"['unable to get the rating', 'unable to get the user rating']"
1707,Secret Agent,,,tbd,['unable to get the rating']
1708,Section Z,,,,"['unable to get the rating', 'unable to get the user rating']"
1709,Sega Ninja,,,,"['unable to get the rating', 'unable to get the user rating']"
1710,Seicross,,,tbd,['unable to get the rating']
1711,Sel Feena,,,,"['unable to get the rating', 'unable to get the user rating']"
1712,MuHanSeungBu,,,,"['unable to get the rating', 'unable to get the user rating']"
1713,Sengoku 2,,,tbd,['unable to get the rating']
1714,Sengoku 3,,,tbd,['unable to get the rating']
1715,Senjyo,,,tbd,['unable to get the rating']
1716,Street Fighter II': Champion Edition (USA),,,,"['unable to get the rating', 'unable to get the user rating']"
1717,Street Fighter II': Champion Edition,,,,"['unable to get the rating', 'unable to get the user rating']"
1718,Street Fighter II - Hyper Fighting (US 921209),,,,"['unable to get the rating', 'unable to get the user rating']"
1719,Street Fighter II Turbo - Hyper Fighting (Japan 921209),,,,"['unable to get the rating', 'unable to get the user rating']"
1720,Street Fighter III: New Generation,,,,"['unable to get the rating', 'unable to get the user rating']"
1721,Super Free Kick (set 1),,,,"['unable to get the rating', 'unable to get the user rating']"
1722,Street Football,,,tbd,['unable to get the rating']
1723,Sea Fighter Poseidon,,,tbd,['unable to get the rating']
1724,Super Gem Fighter Mini Mix,,,,"['unable to get the rating', 'unable to get the user rating']"
1725,Super Gem Fighter: Mini Mix,,,,"['unable to get the rating', 'unable to get the user rating']"
1726,Gladiator 1984,,,,"['unable to get the rating', 'unable to get the user rating']"
1727,Warriors of Fate (bootleg),,,,"['unable to get the rating', 'unable to get the user rating']"
1728,Shadow Force,,,,"['unable to get the rating', 'unable to get the user rating']"
1729,Shadow Warriors,,,,"['unable to get the rating', 'unable to get the user rating']"
1730,Shanghai III (World),,,,"['unable to get the rating', 'unable to get the user rating']"
1731,Shao-lin's Road,,,,"['unable to get the rating', 'unable to get the user rating']"
1732,Shark Attack,,,tbd,['unable to get the rating']
1733,Space Harrie,,,,"['unable to get the rating', 'unable to get the user rating']"
1734,Shadow Dancer,,,tbd,['unable to get the rating']
1735,Shadow Dancer (US),,,,"['unable to get the rating', 'unable to get the user rating']"
1736,Shinobi,,,,"['unable to get the rating', 'unable to get the user rating']"
1737,Shinobi (set 2),,,,"['unable to get the rating', 'unable to get the user rating']"
1738,Shippu Mahou Daisakusen (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
1739,Shocking,,,,"['unable to get the rating', 'unable to get the user rating']"
1740,Shock Troopers - 2nd Squad,,,6.5,['unable to get the rating']
1741,Shock Troopers,,70.0,7.1,[]
1742,Shock Troopers (set 2),,,,"['unable to get the rating', 'unable to get the user rating']"
1743,Shogun Warriors (World),,,,"['unable to get the rating', 'unable to get the user rating']"
1744,Satan's Hollow,,,,"['unable to get the rating', 'unable to get the user rating']"
1745,Shoot the Bull,TRACKBALL,,,"['unable to get the rating', 'unable to get the user rating']"
1746,Shoot Out,,,,"['unable to get the rating', 'unable to get the user rating']"
1747,Showdown,TRACKBALL,,,"['unable to get the rating', 'unable to get the user rating']"
1748,Shuuz,TRACKBALL,,,"['unable to get the rating', 'unable to get the user rating']"
1749,Space Invaders,,,tbd,['unable to get the rating']
1750,Side Arms - Hyper Dyne,,,,"['unable to get the rating', 'unable to get the user rating']"
1751,Side Pocket,,,,"['unable to get the rating', 'unable to get the user rating']"
1752,Side Pocket (bootleg set 2),,,,"['unable to get the rating', 'unable to get the user rating']"
1753,Silent Dragon,,,,"['unable to get the rating', 'unable to get the user rating']"
1754,Silent Dragon (US),,,,"['unable to get the rating', 'unable to get the user rating']"
1755,The Legend of Silkroad,,,,"['unable to get the rating', 'unable to get the user rating']"
1756,Silk Worm,,,,"['unable to get the rating', 'unable to get the user rating']"
1757,Silver Millennium,,,,"['unable to get the rating', 'unable to get the user rating']"
1758,"Simpsons, The (2 Players)",,,,"['unable to get the rating', 'unable to get the user rating']"
1759,"The Simpsons (4 Players World, set 1)",3/4P,,,"['unable to get the rating', 'unable to get the user rating']"
1760,Sindbad Mystery,,,,"['unable to get the rating', 'unable to get the user rating']"
1761,Super Invaders,,,,"['unable to get the rating', 'unable to get the user rating']"
1762,Skull Crossbones,,,,"['unable to get the rating', 'unable to get the user rating']"
1763,Sky Adventure,,,,"['unable to get the rating', 'unable to get the user rating']"
1764,Sky Army,,,,"['unable to get the rating', 'unable to get the user rating']"
1765,Sky Kid,,,tbd,['unable to get the rating']
1766,Sky Kid (CUS60 version),,,,"['unable to get the rating', 'unable to get the user rating']"
1767,Sky Kid Deluxe,,,,"['unable to get the rating', 'unable to get the user rating']"
1768,Sky Skipper,,,tbd,['unable to get the rating']
1769,Sky Smasher,,,,"['unable to get the rating', 'unable to get the user rating']"
1770,Sky Soldiers,,,,"['unable to get the rating', 'unable to get the user rating']"
1771,Sky Wolf,,,,"['unable to get the rating', 'unable to get the user rating']"
1772,Saturday Night Slam Masters,3/4P,,,"['unable to get the rating', 'unable to get the user rating']"
1773,Slap Fight (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
1774,Slap Fight,,,tbd,['unable to get the rating']
1775,Slap Fight (bootleg set 2),,,,"['unable to get the rating', 'unable to get the user rating']"
1776,Slap Fight (bootleg set 3),,,,"['unable to get the rating', 'unable to get the user rating']"
1777,Sly Spy,,,,"['unable to get the rating', 'unable to get the user rating']"
1778,Smash T.V.,,75.0,8.2,[]
1779,Super Muscle Bomber: The International Blowout (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
1780,Super Muscle Bomber: The International Blowout (Japan 940808),,,,"['unable to get the rating', 'unable to get the user rating']"
1781,Vs. Stroke & Match Golf,,,,"['unable to get the rating', 'unable to get the user rating']"
1782,Snap Jack,,,,"['unable to get the rating', 'unable to get the user rating']"
1783,Snapper,,,,"['unable to get the rating', 'unable to get the user rating']"
1784,Soccer Brawl,,,tbd,['unable to get the rating']
1785,Sokonuke Taisen Game (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
1786,Soldam,,,tbd,['unable to get the rating']
1787,Sol Divide - The Sword Of Darkness,,,,"['unable to get the rating', 'unable to get the user rating']"
1788,Solitary Fighter (World),,,,"['unable to get the rating', 'unable to get the user rating']"
1789,Solomon's Key,,,tbd,['unable to get the rating']
1790,Solar-Warrior (US),,,,"['unable to get the rating', 'unable to get the user rating']"
1791,Sonic Wings (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
1792,Son of Phoenix,,,,"['unable to get the rating', 'unable to get the user rating']"
1793,Son Son,,,,"['unable to get the rating', 'unable to get the user rating']"
1794,Sotsugyo Shousho,,,,"['unable to get the rating', 'unable to get the user rating']"
1795,Space Battle,,,tbd,['unable to get the rating']
1796,Space Attack,,,tbd,['unable to get the rating']
1797,Space Echo,,,,"['unable to get the rating', 'unable to get the user rating']"
1798,Space Invaders DX,,,,"['unable to get the rating', 'unable to get the user rating']"
1799,Space Empire,,,,"['unable to get the rating', 'unable to get the user rating']"
1800,Space Odyssey,,,tbd,['unable to get the rating']
1801,Space Pilot,,,,"['unable to get the rating', 'unable to get the user rating']"
1802,Space War Part 3,,,,"['unable to get the rating', 'unable to get the user rating']"
1803,Super Pang,,,,"['unable to get the rating', 'unable to get the user rating']"
1804,Sparkz,,,tbd,['unable to get the rating']
1805,Spatter,,,,"['unable to get the rating', 'unable to get the user rating']"
1806,Space King 2,,,,"['unable to get the rating', 'unable to get the user rating']"
1807,Space Laser,,,,"['unable to get the rating', 'unable to get the user rating']"
1808,Space Thunderbird,,,,"['unable to get the rating', 'unable to get the user rating']"
1809,Speed Coin,,,,"['unable to get the rating', 'unable to get the user rating']"
1810,Super Dodge Ball (US),,,,"['unable to get the rating', 'unable to get the user rating']"
1811,Speak & Rescue,,,,"['unable to get the rating', 'unable to get the user rating']"
1812,Speed Ball,,,,"['unable to get the rating', 'unable to get the user rating']"
1813,Speed Spin,,,,"['unable to get the rating', 'unable to get the user rating']"
1814,Spelunker II,,,,"['unable to get the rating', 'unable to get the user rating']"
1815,Spelunker,,56.0,7.7,[]
1816,Super Puzzle Fighter II Turbo,,83.0,tbd,[]
1817,Super Puzzle Fighter II X (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
1818,Spiders (set 1),,,,"['unable to get the rating', 'unable to get the user rating']"
1819,Spinal Breakers,,,,"['unable to get the rating', 'unable to get the user rating']"
1820,Spin Master,,,,"['unable to get the rating', 'unable to get the user rating']"
1821,Super Punch-Out!!,,,,"['unable to get the rating', 'unable to get the user rating']"
1822,Super Cross II (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
1823,Springer,,,tbd,['unable to get the rating']
1824,Sprint 1,TRACKBALL,,,"['unable to get the rating', 'unable to get the user rating']"
