Number,Title,Type
2847,Igo Shinan '93,
2848,Igo Shinan 94,
2849,Igo Shinan '94,
2850,Ikari,
2851,Ikari 2,
2852,Ikari 3 - The Rescue,
2853,Ikari 3,
2854,Ikari III - The Rescue (fc),
2855,Ikari Warriors,
2856,Ikari Warriors 2 - Victory Road,
2857,Ikari Warriors II - Victory Road,
2858,Ike Ike Nekketsu Hockey Bu - Subette Koronde Dai Rantou,
2859,Ikinari Musician,
2860,Ikki,
2861,Image Fight (fc),
2862,"Immortal, The",
2863,Impossible Mission 2,
2864,"Incredible Crash Dummies, The (fc)",
2865,Indiana Jones and the Last Crusade,
2866,Indiana Jones and the Temple of Doom (fc),
2867,Indora no Hikari,
2868,Infiltrator,
2869,Insector X (fc),
2870,Iron Tank - The Invasion of Normandy,
2871,Ironsword - Wizards & Warriors 2,
2872,Ironsword - Wizards & Warriors II,
2873,Isaki Shugoro No Keiba Hisshougaku,
2874,Isaki Shuugorou no Keiba Hisshou Gaku,
2875,Isolated Warrior,
2876,Itadaki Street - Watashi no Mise ni Yottette,
2877,Ivan Ironman Stewarts Super Off-Road,
2878,Ivan Ironman Stewart's Super Offroad,
2879,J League Winning Goal,
2880,J.League Fighting Soccer - The King of Ace Strikers,
2881,J.League Winning Goal,
2882,Jack Nicklaus' Greatest 18 Holes of Champ. Golf,
2883,Jack Nicklaus' Greatest 18 Holes of Championship Golf,
2884,Jack Nicklaus Greatest 18 Holes of Major Championship Golf,
2885,Jackal (fc),
2886,Jackie Chan (fc),
2887,Jackie Chans Action Kung Fu,
2888,Jackie Chan's Action Kung Fu (fc),
2889,Jajamaru Gekimaden - Maboroshi no Kinmajou,
2890,Jajamaru Ninpou Chou,
2891,Jajamaru no Daibouken,
2892,James Bond Jr (fc),
2893,Jangou,
2894,Jaws,
2895,Jeopardy (fc),
2896,Jeopardy 25th Anniversary Edition,
2897,Jeopardy Junior Edition,
2898,Jeopardy! (fc),
2899,Jeopardy! 25th Anniversary Edition,
2900,Jeopardy! Junior Edition,
2901,Jesus - Kyoufu no Bio Monster,
2902,"Jetsons - Cogswell's Caper!, The",
2903,"Jetsons, The - Cogswells Caper",
2904,Jigoku Gokuraku Maru,
2905,Jimmy Connors Tennis,
2906,Jimmy Connor's Tennis,
2907,JJ - Tobidase Daisakusen Part 2,
2908,Joe & Mac - Caveman Ninja (fc),
2909,Joe & Mac (fc),
2910,John Elways Quarterback,
2911,John Elway's Quarterback,
2912,Jongbou,
2913,Jordan vs Bird - One On One,
2914,Joshua,
2915,Journey to Silius,
2916,Joust,
2917,Jovei Quest,
2918,Joy Mech Fight,
2919,Juju Densetsu,
2920,Jumbo Ozaki no Hole in One Professional,
2921,Jumpin Kid - Jack to Mame no Ki Monogatari,
2922,"Jungle Book, The (fc)",
2923,Jurassic Park (fc),
2924,Just Breed,
2925,Juuouki (fc),
2926,Juvei Quest,
2927,Kabuki - Quantum Fighter,
2928,Kabushiki Doujou,
2929,Kaettekita Gunjin Shougi - Nanya Sore,
2930,Kaettekita! Gunjin Shougi,
2931,Kage,
2932,Kage No Densetsu,
2933,Kagerou Densetsu,
2934,Kaguya Hime Densetsu,
2935,Kaijuu Monogatari,
2936,Kaiketsu Yanchamaru,
2937,Kaiketsu Yanchamaru 2 - Karakuri Land,
2938,Kaiketsu Yanchamaru 3 - Taiketsu Zouringen,
2939,Kakefu Kun no Jump Tengoku - Speed Jigoku,
2940,Kamen no Ninja - Akakage,
2941,Kamen no Ninja - Hanamaru,
2942,Kamen Rider Club,
2943,Kamen Rider Kurabu,
2944,Kamen Rider SD - Granshocker no Yabou,
2945,Kanshakudama Nage Kantarou no Toukaidou Gojuusan Tsugi,
2946,Karakuri Kengou Den - Musashi Road - Karakuri Nin Hashiru,
2947,Karaoke Studio,
2948,Karate Champ (fc),
2949,"Karate Kid, The",
2950,Karateka,
2951,Karnov (fc),
2952,Katteni Shirokuma,
2953,Kawa no Nushi Tsuri,
2954,Keiba Simulation - Honmei,
2955,Kekkyoku Nankyoku Daibouken,
2956,Kero Kero Keroppi no Daibouken,
2957,Kero Kero Keroppi No Daibouken 2,
2958,Keroppi To Keroriinu No Splash Bomb!,
2959,Kick Master,
2960,Kickle Cubicle,
2961,Kid Icarus - Angel Land Story,
2962,Kid Klown,
2963,Kid Kool,
2964,King Neptune's Adventure,
2965,King of Kings,
2966,"King of Kings, The",
2967,King's Knight,
2968,Kings of the Beach,
2969,King's Quest V,
2970,Kiteretsu Daihyakka,
2971,Kiwi Kraze,
2972,Klash Ball,
2973,Klax (fc),
2974,Knight Rider,
2975,Konamic Sports in Seoul,
2976,Koushien,
2977,Krazy Kreatures,
2978,"Krion Conquest, The",
2979,Krusty's Fun House,
2980,Kung-Fu Heroes,
2981,Kunio Kun No Jidaigekidayo Zenin Shuugou,
2982,Kunio Kun No Nekketsu Soccer League,
2983,Kyonshiizu 2,
2984,Kyoro Chan Land,
2985,Kyouryuu Sentai Juranger,
2986,Kyuukyoku Harikiri Stadium '88,
2987,Kyuukyoku Tiger (fc),
2988,Labyrinth,
2989,Lagrange Point,
2990,Laser Invasion,
2991,Last Action Hero (fc),
2992,Last Armageddon,
2993,"Last Ninja, The",
2994,"Last Starfighter, The",
2995,Law of the West,
2996,Layla,
2997,Lee Trevinos Fighting Golf,
2998,Lee Trevino's Fighting Golf,
2999,Legacy of the Wizard,
3000,"Legend of Kage, The",
3001,"Legend of Prince Valiant, The",
3002,Legend of the Ghost Lion,
3003,Legendary Wings,
3004,Legends of the Diamond - The Baseball Championship Game,
3005,Legends of the Diamond,
3006,Lemmings (fc),
3007,Lethal Weapon (fc),
3008,Life Force - Salamander,
3009,Lifeforce,
3010,Linus Spacehead's Cosmic Crusade,
3011,Lipple Island,
3012,Little League Baseball - Championship Series,
3013,Little Magic (fc),
3014,"Little Mermaid, The",
3015,Little Nemo - The Dream Master,
3016,Little Ninja Brothers,
3017,Little Samson,
3018,Lode Runner (fc),
3019,"Lone Ranger, The",
3020,Loopz,
3021,"Lord of King, The",
3022,Lost Word of Jenny - Ushinawareta Message,
3023,Lost Word of Jenny,
3024,Lot Lot,
3025,Low G Man - The Low Gravity Man,
3026,Low G Man,
3027,Lunar Ball,
3028,Lunar Pool,
3029,Lupin Sansei - Pandora no Isan,
3030,M.U.L.E.,
3031,M.U.S.C.L.E. - Tag Team Match,
3032,M.U.S.C.L.E.,
3033,Maajan,
3034,Maajan RPG Dora Dora Dora,
3035,Maajan Taikai,
3036,Maajan Taisen,
3037,Mad City,
3038,Mad Max,
3039,"Magic Candle, The",
3040,Magic Darts,
3041,Magic Johnson's Fast Break,
3042,"Magic of Scheherazade, The",
3043,Magical Doropie,
3044,Magical Taruruuto Kun - Fantastic World,
3045,Magmax,
3046,Magnum Kikiippatsu,
3047,Maharaja,
3048,Maison Ikkoku,
3049,Majaventure - Mahjong Senki,
3050,Majin Eiyuuden Wataru Gaiden,
3051,Major League (fc),
3052,Major League Baseball,
3053,Majou Densetsu 2 - Daimashikyou Galious,
3054,Makaimura,
3055,Maniac Mansion,
3056,Mappy,
3057,Mappy Kids,
3058,Mappy-Land,
3059,Marble Madness (fc),
3060,Mario Bros. - Evil Tetris Hack,
3061,Mario Bros. - Hell Bros. Edition,
3062,Mario Bros. (World),
3063,Mario Bros. Classic (Europe),
3064,Mario Diapers,
3065,Mario Is Missing (fc),
3066,Mario is Missing! (fc),
3067,Mario Open Golf,
3068,Mario Sonic Bros,
3069,Marusa no Onna,
3070,Mashin Eiyuu Den Wataru Gaiden,
3071,Mashou,
3072,Master Chu & The Drunkard Hu,
3073,Master Chu and The Drunkard Hu,
3074,Masuzoe Youichi - Asa Made Famicom,
3075,Matendouji,
3076,Matsumoto Tooru no Kabushiki Hisshou Gaku,
3077,Matsumoto Tooru no Kabushiki Hisshou Gaku 2,
3078,Matsumoto Tooru No Kabushiki Hisshougaku,
3079,MC Kids,
3080,McDonaldland,
3081,Mechanized Attack,
3082,Mega Man,
3083,Mega Man 2,
3084,Mega Man 3,
3085,Mega Man 4,
3086,Mega Man 5,
3087,Mega Man 6,
3088,Meiji Ishin,
3089,Meijiishin,
3090,Meikyuu Kumikyoku,
3091,Meikyuujima,
3092,Meimon Dai San Yakyuu Bu,
3093,Meimon Takonishi Ouendan - Kouha 6 Nin Shuu,
3094,Meimon! Dai San Yakyuu Bu,
3095,Meitantei Holmes - Kiri no London Satsujin Jiken,
3096,Meitantei Holmes - M Kara no Chousenjou,
3097,Meitantei Holmes,
3098,Melvilles Flame,
3099,Melville's Flame,
3100,Menace Beach,
3101,Mendel Palace,
3102,Mermaids of Atlantis,
3103,Metal Flame Psybuster,
3104,Metal Gear,
3105,Metal Max,
3106,Metal Mech,
3107,Metal Slader Glory,
3108,Metal Storm,
3109,Metro-Cross (fc),
3110,Metroid,
3111,Mezase Top Pro - Green ni Kakeru Yume,
3112,Michael Andrettis World GP,
3113,Michael Andretti's World Grand Prix,
3114,Mickey Mouse,
3115,Mickey Mouse 3 - Yume Fuusen,
3116,Mickey Mousecapade,
3117,Mickeys Adventure in Numberland,
3118,Mickey's Adventures in Numberland,
3119,Mickeys Safari in Letterland,
3120,Mickey's Safari in Letterland,
3121,Micro Machines (fc),
3122,Mig-29 Soviet Fighter,
3123,Might & Magic,
3124,Might and Magic - Secret of the Inner Sanctum,
3125,Might and Magic,
3126,Mighty Bomb Jack,
3127,Mighty Final Fight,
3128,Mike Tysons Punch-Out,
3129,Millipede (fc),
3130,Milons Secret Castle,
3131,Milon's Secret Castle,
3132,Mindseeker,
3133,Minelvaton Saga,
3134,Mini Putt,
3135,Miracle Ropits Adventure in 2100,
3136,Miracle Ropit's Adventure in 2100,
3137,Mirai Senshi - Lios,
3138,Mirai Shinwa Jarvas,
3139,Mission Cobra,
3140,Mission Impossible,
3141,Mississippi Satsujin Jiken,
3142,Mito Koumon,
3143,Mito Koumon - Sekai Manyuu Ki,
3144,Mito Koumon 2,
3145,Mitsume ga Tooru,
3146,Mizushima Shinji no Dai Koushien,
3147,Mizushima Shinji No Daikoushien,
3148,Moai Kun,
3149,Mobile Suit Z Gundam - Hot Scramble,
3150,Moe Pro! Saikyouhen,
3151,Moero Juudou Warriors,
3152,Moero Twinbee,
3153,Moero!! Pro Tennis,
3154,Moero!! Pro Yakyuu,
3155,Moero!! Pro Yakyuu '88 Ketteihen,
3156,Moeru! Oniisan,
3157,Momotarou Densetsu,
3158,Momotarou Densetsu Gaiden,
3159,Momotarou Dentetsu,
3160,"Money Game, The",
3161,Monopoly (fc),
3162,Monster in My Pocket,
3163,Monster Maker - 7 Tsu no Hihou,
3164,Monster Party,
3165,Monster Truck Rally,
3166,Moon Crystal,
3167,Moon Ranger,
3168,Morita Kazuo no Shougi,
3169,Morita Shougi,
3170,Mother,
3171,Motocross Champion,
3172,Motor City Patrol,
3173,Mottomo Abunai Deka,
3174,Mouryou Senki Madara,
3175,Mr. Gimmick,
3176,Ms. Pac-Man (fc),
3177,MULE,
3178,Muppet Adventure - Chaos at the Carnival,
3179,Murder Club,
3180,Musashi no Bouken,
3181,Musashi no Ken - Tadaima Shugyou Chuu,
3182,Musashi No Ken,
3183,"Mutant Virus, The - Crisis in a Computer World",
3184,"Mutant Virus, The",
3185,My Life My Love - Boku no Yume - Watashi no Negai,
3186,Mystery Quest,
3187,Nagagutsu Wo Haita Neko,
3188,Nakajima Satoru - F-1 Hero 2,
3189,Nakayoshi to Issho,
3190,Namco Classic,
3191,Namco Classic 2,
3192,Nantettatte Baseball,
3193,Napoleon Senki,
3194,NARC,
3195,Navy Blue,
3196,Nekketsu (4 in 1),
3197,Nekketsu Dodgeball,
3198,Nekketsu Dodgeball Invincible (Japan),
3199,NEKKETSU Downtown Special,
3200,NEKKETSU Downtown Special (Japan),
3201,Nekketsu ice Hockey (Japan),
3202,Nekketsu ice Hockey Hack (Japan),
3203,Nekketsu Kakutou Densetsu,
3204,Nekketsu Kakutou Densetsu (Japan),
3205,Nekketsu Kakutou Densetsu Plus (Japan),
3206,Nekketsu Kakutou Densetsu Skill Plus (Japan),
3207,Nekketsu Kakutou Densetsu Skill Plus 2 (Japan),
3208,Nekketsu Kakutou Densetsu Ultimate Hack (Japan),
3209,Nekketsu Kosha - Kunio Kun,
3210,Nekketsu Kosha - Kunio Kun (Japan),
3211,Nekketsu Kosha - Kunio Kun Invincible (Japan),
3212,Nekketsu Kosha - Kunio Kun Multiplayer (Japan),
3213,Nekketsu Koushin Kyoku (Japan),
3214,Nekketsu Monogatari,
3215,Nekketsu Monogatari (Japan),
3216,Nekketsu shin kiroku!,
3217,Nekketsu shin kiroku! (Japan),
3218,Nekketsu Soccer,
3219,Nekketsu Soccer League (Japan),
3220,Nekketsu Soccer League 2 (Japan),
3221,Nekketsu Soccer League 3 (Japan),
3222,Nekketsu Soccer League Invincible (Japan),
3223,Nekketsu Soccer League Skill Change (Japan),
3224,Nekketsu Street Basket - Ganbare Dunk Heroes,
3225,Nekketsu! Street Basket (Japan),
3226,Nekketsu! Street Basket Combo (Japan),
3227,Nekketsu! Street Basket Continuous Jump (Japan),
3228,Nekketsu! Street Basket Dunk Hero (Japan),
3229,NES Open Tournament Golf,
3230,NES Play Action Football,
3231,New Ghostbusters II,
3232,"New Zealand Story, The (fc)",
3233,NFL,
3234,NFL Football (fc),
3235,Nigel Mansell's World Championship Challenge,
3236,"Nightmare on Elm Street, A",
3237,Nightshade - Part 1 - The Claws of Sutekh,
3238,Nightshade,
3239,Nihonichi no Mei Kantoku,
3240,Niji no Silk Road,
3241,Ninja Cop Saizou,
3242,Ninja Crusaders,
3243,Ninja Gaiden 3 - The Ancient Ship of Doom,
3244,Ninja Gaiden Episode III - The Ancient Ship of Doom,
3245,Ninja Hattori Kun - Ninja ha Syugyou de Gozaru,
3246,Ninja Hattori Kun,
3247,Ninja Jajamaru - Ginga Daisakusen,
3248,Ninja Jajamaru Kun,
3249,Ninja Kid,
3250,Ninja Kun - Majou no Bouken,
3251,Ninja Kun,
3252,Ninja Ryuukenden,
3253,Ninjara Hoi!,
3254,Nintendo World Cup,
3255,Nishimura Kyoutarou Mystery - Blue Train Satsujin Jiken,
3256,Nishimura Kyoutarou Mystery - Super Express Satsujin Jiken,
3257,Noahs Ark,
3258,Nobunaga no Yabou - Bushou Fuuun Roku,
3259,Nobunagas Ambition (fc),
3260,Nobunaga's Ambition (fc),
3261,North & South,
3262,Nuts & Milk,
3263,Obocchama Kun,
3264,Obotchama Kun,
3265,Oishinbo,
3266,Olympus No Tatakai,
3267,Onyanko Town,
3268,Operation Secret Storm,
3269,Operation Wolf (fc),
3270,Orb 3D,
3271,Osomatsu Kun,
3272,Otaku no Seiza - An Adventure in the Otaku Galaxy,
3273,Othello,
3274,Outlanders,
3275,Over Horizon,
3276,Overlord,
3277,P.O.W. - Prisoners of War (fc),
3278,Pachi Com,
3279,Pachinko Daisakusen,
3280,Pachinko Daisakusen 2,
3281,Pachio Kun 2,
3282,Pachio Kun 3,
3283,Pachio Kun 4,
3284,Pachio Kun 5,
3285,Pachi-Slot Adventure 2 - Sorotta Kun no Pachi Slot Tanteidan,
3286,Pachi-Slot Adventure 3 - Bitaoshii 7 Kenzan,
3287,Pac-Land (fc),
3288,Pac-Man,
3289,Pac-Mania (fc),
3290,Pacmania,
3291,Palamedes,
3292,Palamedes 2 - Star Twinkles,
3293,Panic Restaurant,
3294,Paperboy (fc),
3295,Paperboy 2 (fc),
3296,Parallel World,
3297,Parasol Henbee,
3298,Paris-Dakar Rally Special,
3299,Parman,
3300,Parman 2,
3301,Parodius (fc),
3302,Peepar Time,
3303,Penguin Kun Wars,
3304,Perfect Bowling,
3305,Perfect Fit,
3306,Perman - Enban wo Torikaese,
3307,Pesterminator,
3308,Peter Pan & The Pirates,
3309,Phantom Air Mission,
3310,Phantom Fighter,
3311,Pictionary - The Game of Video Quick Draw,
3312,Pictionary,
3313,Pinball,
3314,Pinball Quest,
3315,Pinbot,
3316,Pipe Dream (fc),
3317,Pirates!,
3318,Pizza Pop,
3319,Pizza Pop!,
3320,Plasma Ball,
3321,Platoon,
3322,Pooyan (fc),
3323,Popeye (fc),
3324,POW - Prisoners of War,
3325,Power Blade,
3326,Power Blade 2,
3327,Power Blazer,
3328,Power Punch 2,
3329,Power Punch II,
3330,Power Soccer,
3331,P'radikus Conflict,
3332,Predator,
3333,President No Sentaku,
3334,Prince of Persia (fc),
3335,Princess Tomato in Salad Kingdom,
3336,Pro Sport Hockey (fc),
3337,Pro Wrestling,
3338,Pro Yakyuu Satsujin Jiken,
3339,Probotector,
3340,Probotector II - Return of the Evil Forces,
3341,Project Q,
3342,Punch Out!!,
3343,Punch-Out,
3344,Punch-Out!! (fc),
3345,"Punisher, The",
3346,Puss n Boots - Peros Great Adventure,
3347,Puss 'n Boots - Pero's Great Adventure,
3348,Puyo Puyo,
3349,Puzslot,
3350,Puzzle,
3351,Puzznic (fc),
3352,Pyokotan No Dai Meiro,
3353,Pyramid,
3354,Q-bert,
3355,Qix (fc),
3356,Quarter Back Scramble,
3357,Quarth,
3358,Quattro Adventure,
3359,Quattro Arcade,
3360,"Quest of Ki, The",
3361,R.B.I. Baseball,
3362,R.B.I. Baseball 2,
3363,R.B.I. Baseball 3,
3364,R.C. Pro-Am,
3365,Race America,
3366,Racket Attack,
3367,Rackets & Rivals,
3368,Rad Racer,
3369,Rad Racer II,
3370,Rad Racket - Deluxe Tennis II,
3371,Radia Senki - Reimei Hen,
3372,Raf World,
3373,Raid 2020,
3374,Raid on Bungeling Bay,
3375,Rainbow Islands - The Story of Bubble Bobble 2,
3376,Rally Bike (fc),
3377,Rambo,
3378,Rampage (fc),
3379,Rampart (fc),
3380,RBI Baseball,
3381,RBI Baseball 2,
3382,RBI Baseball 3,
3383,RC Pro-Am,
3384,RC Pro-Am 2,
3385,Red Ariimaa 2,
3386,Reigen Doushi,
3387,Remote Control,
3388,"Ren & Stimpy Show, The - Buckeroos",
3389,"Ren & Stimpy Show, The",
3390,Renegade (fc),
3391,Rescue - The Embassy Mission,
3392,Riki Kunio,
3393,Ring King,
3394,River City Brawl,
3395,River City Ransom,
3396,Road Fighter (fc),
3397,Road Runner (fc),
3398,RoadBlasters,
3399,Robin Hood - Prince of Thieves,
3400,Robo Warrior,
3401,Robocco Wars,
3402,RoboCop (fc),
3403,RoboCop 2 (fc),
3404,RoboCop 3 (fc),
3405,Robocop Vs The Terminator,
3406,Robodemons,
3407,Rock n Ball,
3408,Rock 'n' Ball,
3409,Rocket Ranger,
3410,"Rocketeer, The (fc)",
3411,Rockin Kats,
3412,Rockin' Kats,
3413,Rockman,
3414,Rockman 7,
3415,Rod Land,
3416,Rod Land Featuring Rit and Tam,
3417,Roger Clemens MVP Baseball (fc),
3418,Rokudenashi Blues,
3419,Rollerball,
3420,Rollerblade Racer,
3421,Rollergames (fc),
3422,Rolling Thunder (fc),
3423,Romance of the Three Kingdoms,
3424,Romancia,
3425,Roundball - 2-on-2 Challenge,
3426,Route-16 Turbo,
3427,Royal Blood,
3428,Rumble And Frenzy,
3429,Rumble Station - 15 in 1,
3430,Rushn Attack,
3431,Rush'n Attack,
3432,Rygar,
3433,Saint Seiya - Ougon Densetsu,
3434,Saint Seiya - Ougon Densetsu Kanketsu Hen,
3435,Saiyuuki World,
3436,Sakigake!! Otoko Juku,
3437,Salad No Kuni No Tomato Hime,
3438,Salamander (fc),
3439,Samurai Zombie Nation,
3440,Sanada Juu Yuushi,
3441,Sangokushi - Chuugen no Hasha,
3442,Sangokushi,
3443,Sangokushi 2 - Haou no Tairiku,
3444,Sangokushi 2,
3445,Sanma No Mei Tantei,
3446,Sanrio Carnival,
3447,Sanrio Carnival 2,
3448,Sanrio Cup - Pon Pon Volley,
3449,Sansaara Naaga,
3450,Sansara Naga,
3451,Sansuu Asobi,
3452,Satomi Hakkenden,
3453,Satsui no Kaisou - Power Soft Satsujin Jiken,
3454,Satsujin Club,
3455,SCAT - Special Cybernetic Attack Team,
3456,SD Battle Oozumou - Heisei Hero Basho,
3457,SD Gundam - Gachapon Senshi 2 - Capsule Senki,
3458,SD Gundam - Gachapon Senshi 3 - Eiyuu Senki,
3459,SD Gundam - Gachapon Senshi 4 - NewType Story,
3460,SD Gundam - Gachapon Senshi 5 - Battle of Universal Century,
3461,SD Keiji - Blader,
3462,SD Sengoku Bushou Retsuden,
3463,Secret Scout,
3464,Secret Scout in the Temple of Demise,
3465,Section Z (fc),
3466,Section-Z,
3467,Seicross (fc),
3468,Seikima II - Akuma no Gyakushuu,
3469,Seirei Densetsu Lickle,
3470,Seirei Gari,
3471,Sekiryuuou,
3472,Sesame Street - Big Birds Hide & Speak,
3473,Sesame Street 123,
3474,Sesame Street ABC,
3475,Sesame Street ABC - 123,
3476,Sesame Street ABC & 123,
3477,Sesame Street Countdown,
3478,Shadow Brain,
3479,Shadow of the Ninja,
3480,Shadow Warriors (fc),
3481,Shadow Warriors Episode II - The Dark Sword of Chaos,
3482,Shadowgate,
3483,Shaffle Fight,
3484,Shancara,
3485,Shanghai,
3486,Shanghai 2,
3487,Shatterhand,
3488,Sherlock Holmes - Hakushaku Reijou Yuukai Jiken,
3489,Sherlock Holmes,
3490,Shikinjou,
3491,Shin 4 Nin Uchi Mahjong - Yakuman Tengoku,
3492,Shin Moero Pro Yakyuu,
3493,Shin Moero!! Pro Yakyuu,
3494,Shin Satomi Hakken-Den - Hikari to Yami no Tatakai,
3495,Shin Satomi Hakkenden,
3496,Shingen the Ruler,
3497,Shinobi (fc),
3498,Shinsenden,
3499,Shisenden,
3500,Shockwave,
3501,Shougi Meikan 92,
3502,Shougi Meikan '92,
3503,Shougi Meikan 93,
3504,Shougi Meikan '93,
3505,Shougun,
3506,Shoukoushi Ceddie,
3507,Shoukoushi Sedi,
3508,Shufflepuck Cafe,
3509,Sicko Charlie,
3510,Side Pocket (fc),
3511,Silent Assault,
3512,Silent Service,
3513,Silk Worm (fc),
3514,Silva Saga,
3515,Silver Surfer,
3516,"Simpsons - Bart Vs the Space Mutants, The",
3517,"Simpsons - Bart Vs the World, The",
3518,"Simpsons - Bartman Meets Radioactive Man, The",
3519,"Simpsons, The - Bart vs. the Space Mutants",
3520,"Simpsons, The - Bart vs. the World",
3521,"Simpsons, The - Bartman Meets Radioactive Man",
3522,Skate or Die,
3523,Skate or Die 2 - The Search for Double Trouble,
3524,Skate or Die 2,
3525,Ski or Die,
3526,Skull & Crossbones,
3527,Sky Destroyer,
3528,Sky Kid (fc),
3529,Sky Shark,
3530,Slalom,
3531,Smash T.V. (fc),
3532,Smash TV,
3533,"Smurfs, The (fc)",
3534,Snake Rattle n Roll,
3535,Snake Rattle'n Roll,
3536,Snakes Revenge,
3537,Snake's Revenge,
3538,Snoopys Silly Sports Spectacular,
3539,Snoopy's Silly Sports Spectacular,
3540,Snow Bros,
3541,Snow Brothers,
3542,Soccer,
3543,Soccer League - Winners Cup,
3544,Softball Tengoku,
3545,Solar Jetman - Hunt for the Golden Warpship,
3546,Solitaire,
3547,Solomon No Kagi,
3548,Solomons Key,
3549,Solomon's Key (fc),
3550,Solomons Key 2,
3551,Solstice - The Quest for the Staff of Demnos,
3552,Son Son (fc),
3553,Sore Ike Anapanman - Minna de Hiking Game,
3554,Space Harrier (fc),
3555,Space Hunter,
3556,Space Invaders (fc),
3557,Space Shuttle Project,
3558,Spartan X,
3559,Spartan X 2,
3560,Spelunker (fc),
3561,Spelunker 2 - Yuusha heno Chousen,
3562,Spider-Man - Return of the Sinister Six,
3563,Spiritual Warfare,
3564,Splatterhouse (fc),
3565,Spot - The Video Game,
3566,Spot,
3567,Spy Hunter,
3568,Spy vs Spy,
3569,Sqoon,
3570,Square no Tom Sawyer,
3571,Stack-Up,
3572,Stanley - The Search for Dr Livingston,
3573,Stanley - The Search for Dr. Livingston,
3574,Star Force (fc),
3575,Star Gate,
3576,Star Luster,
3577,Star Soldier,
3578,Star Trek - 25th Anniversary,
3579,Star Trek - The Next Generation,
3580,Star Voyager,
3581,Star Wars (fc),
3582,Star Wars - The Empire Strikes Back,
3583,Starship Hector,
3584,Stealth ATF,
3585,Sted - Iseki Wakusei no Yabou,
3586,Stick Hunter - Exciting Ice Hockey,
3587,Stinger (fc),
3588,Street Cop,
3589,Street Fighter 2010 - The Final Fight,
3590,Street Fighter 2010,
3591,Strider (fc),
3592,Stunt Kids,
3593,Sukeban Deka 3,
3594,Summer Carnival 92 - Recca,
3595,Sumo Wrestling,
3596,Sunday Funday,
3597,Super Arabian,
3598,Super Black Onyx,
3599,Super C,
3600,Super Cars,
3601,Super Chinese,
3602,Super Chinese 3,
3603,Super Contra (fc),
3604,Super Dodge Ball (fc),
3605,Super Dynamix Badminton,
3606,Super Dyna'mix Badminton,
3607,Super Glove Ball,
3608,Super Jeopardy!,
3609,Super Mario 14,
3610,Super Mario Bros,
3611,Super Mario Bros - Duck Hunt - Track Meet,
3612,Super Mario Bros - Duck Hunt,
3613,Super Mario Bros 2,
3614,Super Mario Bros 2 - Christmas Edition,
3615,Super Mario Bros 3,
3616,Super Mario Bros Invincible,
3617,Super Mario Bros. Plus (Hack),
3618,Super Mario USA,
3619,Super Momotarou Dentetsu,
3620,Super Monkey Daibouken,
3621,Super Pinball,
3622,Super Pitfall,
3623,Super Real Baseball 88,
3624,Super Real Baseball '88,
3625,Super Rugby (fc),
3626,Super Spike VBall,
3627,Super Spike V'Ball - Nintendo World Cup,
3628,Super Spike V'Ball,
3629,Super Sports Challenge,
3630,Super Sprint (fc),
3631,Super Spy Hunter,
3632,Super Star Force,
3633,Super Turrican (fc),
3634,Super Xevious - Gump no Nazo,
3635,Superman (fc),
3636,Superstar Pro Wrestling,
3637,Swamp Thing,
3638,Sweet Home,
3639,Sword Master,
3640,Swords and Serpents,
3641,T&C - Wood & Water Rage,
3642,T&C 2 - Thrillas Surfari,
3643,T&C 2 - Thrilla's Surfari,
3644,T&C Surf Design,
3645,Taboo - The Sixth Sense,
3646,Tag Team Wrestling,
3647,Tagin Dragon,
3648,Tagin' Dragon,
3649,Taito Basketball,
3650,Taito Chase H.Q. (fc),
3651,Taito Chase HQ,
3652,Taito Front Line,
3653,Takahashi Meijin no Bouken Jima IV,
3654,Takahashi Meijin No Boukenjima,
3655,Takahashi Meijin No Boukenjima 2,
3656,Takahashi Meijin No Boukenjima 3,
3657,Takahashi Meijin No Boukenjima 4,
3658,Takahashi Meijin no Bugutte Honey,
3659,Takeda Shingen (fc),
3660,Takeda Shingen 2,
3661,Takeshi No Chousen Jou,
3662,Takeshi no Chousenjou,
3663,Takeshi no Sengoku Fuuunji,
3664,Tale Spin,
3665,TaleSpin,
3666,Tamura Koushou No Maajan Seminar,
3667,Tanigawa Kouji No Shougi Shinan 2,
3668,Tanigawa Kouji No Shougi Shinan 3,
3669,Tao,
3670,Target Renegade,
3671,Tashiro Masashi no Princess ga Ippai,
3672,Tatakai No Banka,
3673,Technos Ice Hockey,
3674,Tecmo Baseball,
3675,Tecmo Bowl,
3676,Tecmo Cup - Football Game,
3677,Tecmo NBA Basketball,
3678,Tecmo Super Bowl (fc),
3679,Tecmo World Cup Soccer,
3680,Tecmo World Wrestling,
3681,Teenage Mutant Hero Turtles - Tournament Fighters (fc),
3682,Teenage Mutant Hero Turtles II - The Arcade Game,
3683,Teenage Mutant Ninja Turtles (fc),
3684,Teenage Mutant Ninja Turtles 2,
3685,Teenage Mutant Ninja Turtles 3,
3686,Teenage Mutant Ninja Turtles III - The Manhattan Project,
3687,Teenage Mutant Ninja Turtles Tournament Fighters,
3688,Tenkaichi Bushi - Keru Naguuru,
3689,Tennis,
3690,Terao no Dosukoi Oozumou,
3691,Terminator 2 - Judgment Day (fc),
3692,"Terminator, The (fc)",
3693,Terra Cresta (fc),
3694,Tetrastar - The Fighter,
3695,Tetris,
