Number,Title,Type,ign_score,ign_user,ign_note
4648,Picross NP Vol. 5,,NR,-,[]
4649,Picross NP Vol. 6,,NR,-,[]
4650,Picross NP Vol. 7,,NR,-,[]
4651,Picross NP Vol. 8,,NR,-,[]
4652,Pieces,,,,"['unable to get the rating', 'unable to get the user rating']"
4653,Pikiinya,,,,"['unable to get the rating', 'unable to get the user rating']"
4654,Pilotwings,,7.5,7.2,[]
4655,Pinball Dreams,,NR,9,[]
4656,Pinball Fantasies,,NR,-,[]
4657,Pinball Pinball,,,,"['unable to get the rating', 'unable to get the user rating']"
4658,Pink Goes to Hollywood,,NR,10,[]
4659,Pink Panther in Pink Goes to Hollywood,,,,"['unable to get the rating', 'unable to get the user rating']"
4660,Pinocchio,,NR,7,[]
4661,Pipe Dream,,NR,5,[]
4662,"Pirates of Dark Water, The",,,,"['unable to get the rating', 'unable to get the user rating']"
4663,Pit Fighter (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
4664,Pitfall - The Mayan Adventure,,,,"['unable to get the rating', 'unable to get the user rating']"
4665,Pit-Fighter,,,,"['unable to get the rating', 'unable to get the user rating']"
4666,Plok,,NR,8,[]
4667,Plok!,,,,"['unable to get the rating', 'unable to get the user rating']"
4668,P-Man,,,,"['unable to get the rating', 'unable to get the user rating']"
4669,Pocky & Rocky,,NR,8,[]
4670,Pocky & Rocky 2,,NR,7,[]
4671,Poko-Nyan! Henpokorin Adventure,,,,"['unable to get the rating', 'unable to get the user rating']"
4672,Popeye - Ijiwaru Majo Sea Hag no Maki,,,,"['unable to get the rating', 'unable to get the user rating']"
4673,Popful Mail,,NR,-,[]
4674,Popn TwinBee,,NR,7.7,[]
4675,Popn TwinBee - Rainbow Bell Adventures,,NR,-,[]
4676,Popoitto Hebereke,,NR,,['unable to get the user rating']
4677,Populous,,NR,8.1,[]
4678,Populous II - Trials of the Olympian Gods,,8,-,[]
4679,Porky Pigs Haunted Holiday,,NR,7,[]
4680,Power Athlete,,,,"['unable to get the rating', 'unable to get the user rating']"
4681,Power Instinct,,NR,,['unable to get the user rating']
4682,Power Lode Runner,,,,"['unable to get the rating', 'unable to get the user rating']"
4683,Power Monger - Mashou no Bouryaku,,,,"['unable to get the rating', 'unable to get the user rating']"
4684,Power Moves,,NR,-,[]
4685,Power of the Hired,,NR,,['unable to get the user rating']
4686,Power Piggs of the Dark Age,,,,"['unable to get the rating', 'unable to get the user rating']"
4687,Power Rangers Zeo - Battle Racers,,NR,,['unable to get the user rating']
4688,Power Soukoban,,,,"['unable to get the rating', 'unable to get the user rating']"
4689,PowerMonger,,NR,8,[]
4690,Prehistorik Man,,6,6.1,[]
4691,Primal Rage,,5,6.5,[]
4692,Prince of Persia,,9.3,7.2,[]
4693,Prince of Persia 2,,NR,7.8,[]
4694,Prince of Persia 2 - The Shadow & The Flame,,NR,7.8,[]
4695,Princess Maker - Legend of Another World,,NR,-,[]
4696,Princess Minerva,,NR,,['unable to get the user rating']
4697,Pro Football,,NR,-,[]
4698,Pro Football '93,,,,"['unable to get the rating', 'unable to get the user rating']"
4699,Pro Mahjong Kiwame,,NR,,['unable to get the user rating']
4700,Pro Quarterback,,NR,-,[]
4701,Pro Soccer,,NR,,['unable to get the user rating']
4702,Pro Sport Hockey,,,,"['unable to get the rating', 'unable to get the user rating']"
4703,Pro Yakyuu Nettou - Puzzle Stadium,,,,"['unable to get the rating', 'unable to get the user rating']"
4704,Pro Yakyuu Star,,,,"['unable to get the rating', 'unable to get the user rating']"
4705,Psycho Dream,,NR,-,[]
4706,Push-Over,,,,"['unable to get the rating', 'unable to get the user rating']"
4707,Putty Moon,,,,"['unable to get the rating', 'unable to get the user rating']"
4708,Putty Squad,,NR,-,[]
4709,Puzzle Bobble - Bust-A-Move,,,,"['unable to get the rating', 'unable to get the user rating']"
4710,Puzzle Bobble (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
4711,Puzzle'n Desu!,,,,"['unable to get the rating', 'unable to get the user rating']"
4712,Q-bert 3,,NR,-,[]
4713,Race Drivin,,NR,4,[]
4714,Race Drivin',,NR,4,[]
4715,Radical Rex,,NR,6,[]
4716,Ramos' World Wide Soccer,,,,"['unable to get the rating', 'unable to get the user rating']"
4717,Rampart (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
4718,Ranma 1-2,,NR,-,[]
4719,Ranma Nibunnoichi - Akanekodan Teki Hihou,,,,"['unable to get the rating', 'unable to get the user rating']"
4720,Ranma Nibunnoichi - Bakuretsu Rantou Hen,,,,"['unable to get the rating', 'unable to get the user rating']"
4721,Ranma Nibunnoichi - Chounai Gekitou Hen,,,,"['unable to get the rating', 'unable to get the user rating']"
4722,Ranma Nibunnoichi - Gu Choki Ougi Jaanken,,,,"['unable to get the rating', 'unable to get the user rating']"
4723,Ranma Nibunnoichi - Hard Battle,,,,"['unable to get the rating', 'unable to get the user rating']"
4724,Rap Jam - Volume One,,,,"['unable to get the rating', 'unable to get the user rating']"
4725,Rapurasu no Ma,,,,"['unable to get the rating', 'unable to get the user rating']"
4726,Realm,,NR,-,[]
4727,Redline F-1 Racer,,,,"['unable to get the rating', 'unable to get the user rating']"
4728,Rejoice - Aretha Oukoku no Kanata,,NR,-,[]
4729,Relief Pitcher (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
4730,"Ren & Stimpy Show, The - Buckeroos!",,,,"['unable to get the rating', 'unable to get the user rating']"
4731,"Ren & Stimpy Show, The - Fire Dogs",,,,"['unable to get the rating', 'unable to get the user rating']"
4732,"Ren & Stimpy Show, The - Time Warp",,,,"['unable to get the rating', 'unable to get the user rating']"
4733,"Ren & Stimpy Show, The - Veediots",,,,"['unable to get the rating', 'unable to get the user rating']"
4734,"Ren & Stimpy Show, The - Veediots!",,,,"['unable to get the rating', 'unable to get the user rating']"
4735,Rendering Ranger R2,,NR,-,[]
4736,Res Arcana - Diana Ray - Uranai no Meikyuu,,,,"['unable to get the rating', 'unable to get the user rating']"
4737,Return of Double Dragon,,,,"['unable to get the rating', 'unable to get the user rating']"
4738,Revolution X,,1,4,[]
4739,Rex Ronan - Experimental Surgeon,,NR,-,[]
4740,RHI Roller Hockey '95,,NR,,['unable to get the user rating']
4741,Riddick Bowe Boxing,,NR,-,[]
4742,Rise of the Phoenix,,,,"['unable to get the rating', 'unable to get the user rating']"
4743,Rise of the Robots,,NR,3.3,[]
4744,Rival Turf,,4,3,[]
4745,Road Riot 4WD,,NR,2,[]
4746,Road Runner Vs Wyle E Coyote,,,,"['unable to get the rating', 'unable to get the user rating']"
4747,Road Runner's Death Valley Rally,,,,"['unable to get the rating', 'unable to get the user rating']"
4748,RoboCop 3,,NR,6.8,[]
4749,Robocop Versus The Terminator,,NR,7.6,[]
4750,Robotrek,,NR,9,[]
4751,Rock N Roll Racing,,8.5,8.3,[]
4752,Rock N' Roll Racing,,8.5,8.3,[]
4753,"Rocketeer, The",,,,"['unable to get the rating', 'unable to get the user rating']"
4754,Rockman & Forte,,,,"['unable to get the rating', 'unable to get the user rating']"
4755,Rockman 7 - Shukumei no Taiketsu!,,,,"['unable to get the rating', 'unable to get the user rating']"
4756,Rockman X 2,,,,"['unable to get the rating', 'unable to get the user rating']"
4757,Rockman X 3,,,,"['unable to get the rating', 'unable to get the user rating']"
4758,Rockman X2,,,,"['unable to get the rating', 'unable to get the user rating']"
4759,Rockman's Soccer,,,,"['unable to get the rating', 'unable to get the user rating']"
4760,Rockos Modern Life - Spunkys Dangerous Day,,NR,6,[]
4761,Rocko's Modern Life - Spunky's Dangerous Day,,NR,6,[]
4762,Rocky Rodent,,NR,6,[]
4763,Roger Clemens MVP Baseball,,NR,,['unable to get the user rating']
4764,Roger Clemens' MVP Baseball,,NR,,['unable to get the user rating']
4765,Rokudenashi Blues - Taiketsu! Tokyo Shitennou,,,,"['unable to get the rating', 'unable to get the user rating']"
4766,Romance of the Three Kingdoms II,,NR,-,[]
4767,Romance of the Three Kingdoms III - Dragon of Destiny,,NR,10,[]
4768,RPG Tsukuru 2,,NR,-,[]
4769,RPM Racing,,NR,-,[]
4770,R-Type III,,,,"['unable to get the rating', 'unable to get the user rating']"
4771,R-Type III - The Third Lightning,,,,"['unable to get the rating', 'unable to get the user rating']"
4772,Run Saber,,NR,7,[]
4773,Rushing Beat,,,,"['unable to get the rating', 'unable to get the user rating']"
4774,Rushing Beat Ran - Fukusei Toshi,,,,"['unable to get the rating', 'unable to get the user rating']"
4775,Rushing Beat Shura,,,,"['unable to get the rating', 'unable to get the user rating']"
4776,Ryuukihei Dan Danzarubu,,,,"['unable to get the rating', 'unable to get the user rating']"
4777,Ryuuko no Ken,,,,"['unable to get the rating', 'unable to get the user rating']"
4778,Ryuuko no Ken 2,,,,"['unable to get the rating', 'unable to get the user rating']"
4779,S.O.S - Sink or Swim,,NR,,['unable to get the user rating']
4780,Same Game,,,,"['unable to get the rating', 'unable to get the user rating']"
4781,Samurai Shodown,,8.2,7.5,[]
4782,Sandra no Daibouken - Valkyrie to no Deai,,,,"['unable to get the rating', 'unable to get the user rating']"
4783,Sanrio Shanghai,,,,"['unable to get the rating', 'unable to get the user rating']"
4784,Sanrio World Smash Ball!,,NR,-,[]
4785,Sansara Naga 2,,,,"['unable to get the rating', 'unable to get the user rating']"
4786,Saturday Night Slam Masters (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
4787,Scooby-Doo,,,,"['unable to get the rating', 'unable to get the user rating']"
4788,Scooby-Doo Mystery,,,,"['unable to get the rating', 'unable to get the user rating']"
4789,SD F-1 Grand Prix,,,,"['unable to get the rating', 'unable to get the user rating']"
4790,SD Gundam - Power Formation Puzzle,,NR,,['unable to get the user rating']
4791,SD Gundam Power Formation Puzzle,,NR,,['unable to get the user rating']
4792,SD Hiryuu no Ken,,,,"['unable to get the rating', 'unable to get the user rating']"
4793,SD Kidou Senshi Gundam - V Sakusen Shidou,,,,"['unable to get the rating', 'unable to get the user rating']"
4794,SD Kidou Senshi Gundam 2,,,,"['unable to get the rating', 'unable to get the user rating']"
4795,SD The Great Battle,,,,"['unable to get the rating', 'unable to get the user rating']"
4796,Secret of Evermore,,NR,8.2,[]
4797,Secret of Mana,,7.6,8.4,[]
4798,Secret of the Stars,,,,"['unable to get the rating', 'unable to get the user rating']"
4799,Seifuku Densetsu - Pretty Fighter,,,,"['unable to get the rating', 'unable to get the user rating']"
4800,Seifuku Densetsu Pretty Fighter,,,,"['unable to get the rating', 'unable to get the user rating']"
4801,Seiken Densetsu 2,,,,"['unable to get the rating', 'unable to get the user rating']"
4802,Sengoku Denshou,,,,"['unable to get the rating', 'unable to get the user rating']"
4803,Septentrion,,,,"['unable to get the rating', 'unable to get the user rating']"
4804,Serizawa Nobuo no Birdie Try,,,,"['unable to get the rating', 'unable to get the user rating']"
4805,"Shadow, The",,,,"['unable to get the rating', 'unable to get the user rating']"
4806,Shadowrun,,6.8,7,[]
4807,Shanghai II - Dragon's Eye,,NR,-,[]
4808,Shanghai III,,NR,-,[]
4809,Shaq Fu,,NR,6,[]
4810,Shaq-Fu,,,,"['unable to get the rating', 'unable to get the user rating']"
4811,Shien - The Blade Chaser,,,,"['unable to get the rating', 'unable to get the user rating']"
4812,Shigetaka Kashiwagi's Top Water Bassing,,,,"['unable to get the rating', 'unable to get the user rating']"
4813,Shijou Saikyou League Serie A - Ace Striker,,,,"['unable to get the rating', 'unable to get the user rating']"
4814,Shiki Eiyuuden,,,,"['unable to get the rating', 'unable to get the user rating']"
4815,Shimono Masaki no Fishing to Bassing,,,,"['unable to get the rating', 'unable to get the user rating']"
4816,Shin Ikkaku Senkin,,,,"['unable to get the rating', 'unable to get the user rating']"
4817,Shin Momotarou Densetsu,,,,"['unable to get the rating', 'unable to get the user rating']"
4818,Shin Nekketsu Kouha - Kunio-tachi no Banka,,,,"['unable to get the rating', 'unable to get the user rating']"
4819,Shin Nippon Pro Wresling - Chou Senshi in Tokyo Dome,,,,"['unable to get the rating', 'unable to get the user rating']"
4820,Shin SD Sengokuden - Taishou Gun Retsuden,,,,"['unable to get the rating', 'unable to get the user rating']"
4821,Shin Togenkyo,,,,"['unable to get the rating', 'unable to get the user rating']"
4822,Shinseiki GPX - Cyber Formula,,,,"['unable to get the rating', 'unable to get the user rating']"
4823,Shinseiki Odysselya,,,,"['unable to get the rating', 'unable to get the user rating']"
4824,Shounen Ashibe,,,,"['unable to get the rating', 'unable to get the user rating']"
4825,Shounen Ninja Sasuke,,,,"['unable to get the rating', 'unable to get the user rating']"
4826,"Shounin yo, Taishi wo Idake!!",,,,"['unable to get the rating', 'unable to get the user rating']"
4827,Shuushoku Game,,,,"['unable to get the rating', 'unable to get the user rating']"
4828,Silva Saga II - The Legend of Light and Darkness,,,,"['unable to get the rating', 'unable to get the user rating']"
4829,Sim Ant,,,,"['unable to get the rating', 'unable to get the user rating']"
4830,Sim City,,,,"['unable to get the rating', 'unable to get the user rating']"
4831,Sim City 2000,,,,"['unable to get the rating', 'unable to get the user rating']"
4832,Sim City Jr.,,,,"['unable to get the rating', 'unable to get the user rating']"
4833,Sim Earth - The Living Planet,,,,"['unable to get the rating', 'unable to get the user rating']"
4834,SimCity,,7,6.9,[]
4835,"Simpsons, The - Bart no Fushigi na Yume no Daibouken",,,,"['unable to get the rating', 'unable to get the user rating']"
4836,"Simpsons, The - Barts Nightmare",,,,"['unable to get the rating', 'unable to get the user rating']"
4837,"Simpsons, The - Bart's Nightmare",,,,"['unable to get the rating', 'unable to get the user rating']"
4838,Simulation Pro Yakyuu,,,,"['unable to get the rating', 'unable to get the user rating']"
4839,Sink or Swim,,,,"['unable to get the rating', 'unable to get the user rating']"
4840,Ski Paradise with Snowboard,,,,"['unable to get the rating', 'unable to get the user rating']"
4841,Skuljagger - Revolt of the Westicans,,,,"['unable to get the rating', 'unable to get the user rating']"
4842,Sky Blazer,,NR,,['unable to get the user rating']
4843,Sky Mission,,,,"['unable to get the rating', 'unable to get the user rating']"
4844,Skyblazer,,NR,-,[]
4845,Slap Stick,,,,"['unable to get the rating', 'unable to get the user rating']"
4846,Slayers,,NR,-,[]
4847,Smart Ball,,NR,,['unable to get the user rating']
4848,Smash Tennis,,NR,6.5,[]
4849,"Smurfs Travel the World, The",,,,"['unable to get the rating', 'unable to get the user rating']"
4850,"Smurfs, The",,,,"['unable to get the rating', 'unable to get the user rating']"
4851,Snoopy Concert,,,,"['unable to get the rating', 'unable to get the user rating']"
4852,Snow White in Happily Ever After,,NR,-,[]
4853,Soccer Kid,,7,8,[]
4854,Soccer Shootout,,,,"['unable to get the rating', 'unable to get the user rating']"
4855,Soldiers of Fortune,,NR,8,[]
4856,Solstice II,,,,"['unable to get the rating', 'unable to get the user rating']"
4857,Song Master,,NR,,['unable to get the user rating']
4858,Sonic Blast Man,,NR,-,[]
4859,Sonic Blast Man II,,,,"['unable to get the rating', 'unable to get the user rating']"
4860,Sonic the Hedgehog 4,,,,"['unable to get the rating', 'unable to get the user rating']"
4861,Sonic Wings,,,,"['unable to get the rating', 'unable to get the user rating']"
4862,Soreyuke Ebisumaru Karakuri Meiro - Kieta Goemon no Nazo!!,,NR,-,[]
4863,SOS,,NR,,['unable to get the user rating']
4864,Sotsugyou Bangai Hen - Nee Mahjong Shiyo!,,,,"['unable to get the rating', 'unable to get the user rating']"
4865,Sougou Kakutougi - Astral Bout,,NR,,['unable to get the user rating']
4866,Sougou Kakutougi - Astral Bout 2 - The Total Fighters,,NR,-,[]
4867,Sougou Kakutougi Astral Bout,,NR,,['unable to get the user rating']
4868,Sougou Kakutougi Astral Bout 2 - The Total Fighters,,NR,-,[]
4869,Sougou Kakutougi Rings - Astral Bout 3,,NR,,['unable to get the user rating']
4870,Soul & Sword,,,,"['unable to get the rating', 'unable to get the user rating']"
4871,Soul Blader,,,,"['unable to get the rating', 'unable to get the user rating']"
4872,Soul Blazer,,,,"['unable to get the rating', 'unable to get the user rating']"
4873,Space Ace,,,,"['unable to get the rating', 'unable to get the user rating']"
4874,Space Football - One on One,,,,"['unable to get the rating', 'unable to get the user rating']"
4875,Space Funky B.O.B.,,,,"['unable to get the rating', 'unable to get the user rating']"
4876,Space Invaders (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
4877,Space Invaders - The Original Game,,NR,-,[]
4878,Space Megaforce,,NR,7,[]
4879,Spankys Quest,,,,"['unable to get the rating', 'unable to get the user rating']"
4880,Spanky's Quest,,NR,6.5,[]
4881,Spark World,,,,"['unable to get the rating', 'unable to get the user rating']"
4882,Sparkster,,NR,7.8,[]
4883,Spectre,,NR,-,[]
4884,Speed Racer,,5,-,[]
4885,Speed Racer in My Most Dangerous Adventures,,NR,-,[]
4886,Speedy Gonzales - Los Gatos Bandidos,,,,"['unable to get the rating', 'unable to get the user rating']"
4887,Spell Craft,,,,"['unable to get the rating', 'unable to get the user rating']"
4888,Spider-Man,,,,"['unable to get the rating', 'unable to get the user rating']"
4889,Spider-Man - X-Men - Arcades Revenge,,,,"['unable to get the rating', 'unable to get the user rating']"
4890,Spider-Man & Venom - Maximum Carnage,,,,"['unable to get the rating', 'unable to get the user rating']"
4891,Spider-Man and the X-Men in Arcade's Revenge,,,,"['unable to get the rating', 'unable to get the user rating']"
4892,Spindizzy Worlds,,NR,-,[]
4893,Spirou,,NR,,['unable to get the user rating']
4894,"Sporting News Power Baseball, The",,,,"['unable to get the rating', 'unable to get the user rating']"
4895,Sports Illustrated Championship Football & Baseball,,NR,-,[]
4896,Spriggan Powered,,NR,-,[]
4897,St. Andrews - Eikou to Rekishi no Old Course,,,,"['unable to get the rating', 'unable to get the user rating']"
4898,Star Trek - Deep Space Nine - Crossroads of Time,,NR,6,[]
4899,Star Trek - Starfleet Academy - Starship Bridge Simulator,,,,"['unable to get the rating', 'unable to get the user rating']"
4900,Star Trek - Starfleet Academy Starship Bridge Simulator,,,,"['unable to get the rating', 'unable to get the user rating']"
4901,Star Trek - The Next Generation - Future's Past,,NR,6.3,[]
4902,Stargate (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
4903,Stealth,,7.6,-,[]
4904,Steel Talons,,9,-,[]
4905,Sterling Sharpe - End 2 End,,NR,,['unable to get the user rating']
4906,Stone Protectors,,NR,,['unable to get the user rating']
4907,Street Combat,,NR,-,[]
4908,Street Fighter II,,,,"['unable to get the rating', 'unable to get the user rating']"
4909,Street Fighter II - The World Warrior,,7,8.4,[]
4910,Street Racer,,NR,8,[]
4911,Street Sports - Jammit,,,,"['unable to get the rating', 'unable to get the user rating']"
4912,Street Sports - Street Hockey 95,,,,"['unable to get the rating', 'unable to get the user rating']"
4913,Strike Gunner,,,,"['unable to get the rating', 'unable to get the user rating']"
4914,Strike Gunner S.T.G (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
4915,Sugoi Hebereke,,,,"['unable to get the rating', 'unable to get the user rating']"
4916,Sugoroku Ginga Senki,,,,"['unable to get the rating', 'unable to get the user rating']"
4917,Sun Sport Fishing - Keiryuu-Ou,,,,"['unable to get the rating', 'unable to get the user rating']"
4918,Sunset Riders (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
4919,Supapoon,,,,"['unable to get the rating', 'unable to get the user rating']"
4920,Supapoon DX,,,,"['unable to get the rating', 'unable to get the user rating']"
4921,Super 3D Baseball,,,,"['unable to get the rating', 'unable to get the user rating']"
4922,Super 4WD - The Baja,,,,"['unable to get the rating', 'unable to get the user rating']"
4923,Super Adventure Island,,8.5,6.8,[]
4924,Super Adventure Island II,,8,-,[]
4925,Super Air Diver,,,,"['unable to get the rating', 'unable to get the user rating']"
4926,Super Aleste,,,,"['unable to get the rating', 'unable to get the user rating']"
4927,Super Alfred Chicken,,,,"['unable to get the rating', 'unable to get the user rating']"
4928,Super Aoki Ookami to Shiroki Meshika - Genchou Hishi,,,,"['unable to get the rating', 'unable to get the user rating']"
4929,"Super Aquatic Games, The",,,,"['unable to get the rating', 'unable to get the user rating']"
4930,Super Back to the Future Part II,,NR,4,[]
4931,Super Baseball Simulator 1.000,,NR,7,[]
4932,Super Bases Loaded,,NR,-,[]
4933,Super Bases Loaded 2,,NR,-,[]
4934,Super Batter Up,,NR,-,[]
4935,Super Battleship,,NR,-,[]
4936,Super Battletank,,NR,4,[]
4937,Super Battletank 2,,NR,-,[]
4938,Super Bikkuriman,,,,"['unable to get the rating', 'unable to get the user rating']"
4939,Super Billiard,,,,"['unable to get the rating', 'unable to get the user rating']"
4940,Super Birdie Rush,,,,"['unable to get the rating', 'unable to get the user rating']"
4941,Super Black Bass,,NR,,['unable to get the user rating']
4942,Super Black Bass 2,,,,"['unable to get the rating', 'unable to get the user rating']"
4943,Super Bomberman,,NR,7.7,[]
4944,Super Bomberman - Panic Bomber W,,,,"['unable to get the rating', 'unable to get the user rating']"
4945,Super Bomberman 2,,NR,7.3,[]
4946,Super Bomberman 2 - Caravan Edition,,,,"['unable to get the rating', 'unable to get the user rating']"
4947,Super Bomberman 3,,NR,8.3,[]
4948,Super Bomberman 4,,NR,8.1,[]
4949,Super Bomberman 5,,NR,7.7,[]
4950,Super Bomberman 5 - Gold Cartridge,,,,"['unable to get the rating', 'unable to get the user rating']"
4951,Super Bombliss,,,,"['unable to get the rating', 'unable to get the user rating']"
4952,Super Bonk,,5.5,-,[]
4953,Super Bowling,,NR,6,[]
4954,Super Buster Bros.,,,,"['unable to get the rating', 'unable to get the user rating']"
4955,Super Castles,,,,"['unable to get the rating', 'unable to get the user rating']"
4956,Super Castlevania IV,,8,8.1,[]
4957,Super Chase H.Q.,,NR,-,[]
4958,Super Chinese Fighter,,NR,-,[]
4959,Super Chinese World,,,,"['unable to get the rating', 'unable to get the user rating']"
4960,Super Chinese World 2 - Uchuu Ichibuto Daikai,,NR,-,[]
4961,Super Chinese World 3,,,,"['unable to get the rating', 'unable to get the user rating']"
4962,Super Conflict,,NR,-,[]
4963,Super Conflict - The Mideast,,,,"['unable to get the rating', 'unable to get the user rating']"
4964,Super Cup Soccer,,,,"['unable to get the rating', 'unable to get the user rating']"
4965,Super Daikoukai Jidai,,,,"['unable to get the rating', 'unable to get the user rating']"
4966,Super Double Dragon,,NR,6.7,[]
4967,Super Drakkhen,,,,"['unable to get the rating', 'unable to get the user rating']"
4968,Super Drift Out,,,,"['unable to get the rating', 'unable to get the user rating']"
4969,Super Dunk Shot,,,,"['unable to get the rating', 'unable to get the user rating']"
4970,Super Dunk Star,,,,"['unable to get the rating', 'unable to get the user rating']"
4971,Super Earth Defense Force,,,,"['unable to get the rating', 'unable to get the user rating']"
4972,Super F1 Circus 3,,,,"['unable to get the rating', 'unable to get the user rating']"
4973,Super F1 Circus Gaiden,,,,"['unable to get the rating', 'unable to get the user rating']"
4974,Super F-1 Hero,,,,"['unable to get the rating', 'unable to get the user rating']"
4975,Super Famicom Wars,,,,"['unable to get the rating', 'unable to get the user rating']"
4976,Super Family Circuit,,,,"['unable to get the rating', 'unable to get the user rating']"
4977,Super Family Gerende,,,,"['unable to get the rating', 'unable to get the user rating']"
4978,Super Family Tennis,,,,"['unable to get the rating', 'unable to get the user rating']"
4979,Super Famista 3,,,,"['unable to get the rating', 'unable to get the user rating']"
4980,Super Final Match Tennis,,NR,,['unable to get the user rating']
4981,Super Fire Pro Wrestling,,NR,,['unable to get the user rating']
4982,Super Fire Pro Wrestling 2,,NR,,['unable to get the user rating']
4983,Super Fishing - Big Fight,,,,"['unable to get the rating', 'unable to get the user rating']"
4984,Super Formation Soccer,,,,"['unable to get the rating', 'unable to get the user rating']"
4985,Super Formation Soccer 94 - World Cup Final Data,,,,"['unable to get the rating', 'unable to get the user rating']"
4986,Super Formation Soccer 94,,,,"['unable to get the rating', 'unable to get the user rating']"
4987,Super Formation Soccer 95 - della Serie A - UCC Xaqua,,,,"['unable to get the rating', 'unable to get the user rating']"
4988,Super Formation Soccer 95 - della Serie A,,,,"['unable to get the rating', 'unable to get the user rating']"
4989,Super Formation Soccer 96 - World Club Edition,,,,"['unable to get the rating', 'unable to get the user rating']"
4990,Super Formation Soccer II,,,,"['unable to get the rating', 'unable to get the user rating']"
4991,Super Genjin,,,,"['unable to get the rating', 'unable to get the user rating']"
4992,Super Genjin 2,,,,"['unable to get the rating', 'unable to get the user rating']"
4993,Super Ghouls N Ghosts,,8.5,7.7,[]
4994,Super Ghouls 'N Ghosts,,8.5,7.7,[]
4995,Super Goal,,,,"['unable to get the rating', 'unable to get the user rating']"
4996,Super Goal 2,,NR,-,[]
4997,Super Goal!,,,,"['unable to get the rating', 'unable to get the user rating']"
4998,Super Goal! 2,,NR,-,[]
4999,Super Godzilla,,NR,6,[]
5000,Super Gomoku Narabe - Renju,,NR,,['unable to get the user rating']
5001,Super Gussun Oyoyo 2,,NR,-,[]
5002,Super H.Q. Criminal Chaser,,,,"['unable to get the rating', 'unable to get the user rating']"
5003,Super High Impact,,NR,5,[]
5004,Super Hockey,,,,"['unable to get the rating', 'unable to get the user rating']"
5005,Super Hockey '94,,,,"['unable to get the rating', 'unable to get the user rating']"
5006,Super Ice Hockey,,,,"['unable to get the rating', 'unable to get the user rating']"
5007,Super Indy Champ,,,,"['unable to get the rating', 'unable to get the user rating']"
5008,Super Inindo - Datou Nobunaga,,,,"['unable to get the rating', 'unable to get the user rating']"
5009,Super International Cricket,,NR,,['unable to get the user rating']
5010,Super James Pond,,NR,-,[]
5011,Super James Pond II,,,,"['unable to get the rating', 'unable to get the user rating']"
5012,Super Kick Boxing,,,,"['unable to get the rating', 'unable to get the user rating']"
5013,Super Kick Off,,NR,7,[]
5014,Super Kokou Yakyuu - Ichikyuu Jikkon,,,,"['unable to get the rating', 'unable to get the user rating']"
5015,Super Kyuukyoku Harikiri Stadium,,,,"['unable to get the rating', 'unable to get the user rating']"
5016,Super Kyuukyoku Harikiri Stadium 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5017,Super Linearball,,,,"['unable to get the rating', 'unable to get the user rating']"
5018,Super Loopz,,NR,-,[]
5019,Super Mad Champ,,,,"['unable to get the rating', 'unable to get the user rating']"
5020,Super Mario All-Stars,,,,"['unable to get the rating', 'unable to get the user rating']"
5021,Super Mario All-Stars + Super Mario World,,,,"['unable to get the rating', 'unable to get the user rating']"
5022,Super Mario All-Stars Super Mario World,,,,"['unable to get the rating', 'unable to get the user rating']"
5023,Super Mario Bros. Deluxe,,10,8,[]
5024,Super Mario Bros. Peach's Adventure,,,,"['unable to get the rating', 'unable to get the user rating']"
5025,Super Mario Kart,,9,7.9,[]
5026,Super Mario RPG - Legend of the Seven Stars,,9.5,9,[]
5027,Super Mario Word Powerup,,,,"['unable to get the rating', 'unable to get the user rating']"
5028,Super Mario World,,8.5,9.2,[]
5029,Super Mario World - Super Mario Bros. 4,,,,"['unable to get the rating', 'unable to get the user rating']"
5030,Super Mario World 2 - Yoshis Island,,,,"['unable to get the rating', 'unable to get the user rating']"
5031,Super Mario World Multiplayer,,,,"['unable to get the rating', 'unable to get the user rating']"
5032,Super Mario World Sonic,,,,"['unable to get the rating', 'unable to get the user rating']"
5033,Super Metroid,,9.5,9.2,[]
5034,Super Momotarou Dentetsu II,,,,"['unable to get the rating', 'unable to get the user rating']"
5035,Super Morph,,NR,,['unable to get the user rating']
5036,Super Naxat Open - Golf de Shoubu da! Dorabocchan,,,,"['unable to get the rating', 'unable to get the user rating']"
5037,Super Nazo Puyo - Ruruu no Ruu,,NR,-,[]
5038,Super Nazo Puyo Tsuu - Ruruu no Tetsuwan Hanjouki,,,,"['unable to get the rating', 'unable to get the user rating']"
5039,Super Ninja Boy,,NR,-,[]
5040,Super Ninja-kun,,,,"['unable to get the rating', 'unable to get the user rating']"
5041,Super Noah's Ark 3D,,,,"['unable to get the rating', 'unable to get the user rating']"
5042,Super Nobunaga no Yabou - Bushou Fuunroku,,,,"['unable to get the rating', 'unable to get the user rating']"
